fbid,mother_tongue,locality,occupation,age,pages_liked_1,pages_liked_2,pages_liked_3,gender,marital_status,education_school,education_college
100633,Portugese,da_DK,Teacher,35,A.P.J Abdul Kalam,Narendra Modi,J.K Rowling,M,single,Indraprastha School,Maharaja Surajmal
100634,English,en_UD,Computer Engineer,36,Terrible Tiny Tales,J.K Rowling,A.P.J Abdul Kalam,F,single,Mount Carmel,Maharaja Surajmal
100635,English,cy_GB,General Physician,28,Disha Patani,MS Dhoni,Narendra Modi,M,single,Mount Carmel,Maharaja Surajmal
100636,German,da_DK,Teacher,24,Silicon Valley,Terrible Tiny Tales,Vidyamandir Classes,F,Married,Oxford School,CMU
100637,Portugese,es_ES,Mechanical Engineer,24,Mitacs Globalink,Terrible Tiny Tales,Vidyamandir Classes,F,single,Neo Convent,Amity
100638,Chinese,cs_CZ,General Physician,24,Narendra Modi,MS Dhoni,A.P.J Abdul Kalam,F,Married,Neo Convent,CMU
100639,German,de_DE,Neurologist,36,Mitacs Globalink,Disha Patani,Narendra Modi,M,Married,Indraprastha School,Delhi technological University
100640,German,es_ES,Business Man,25,MS Dhoni,Silicon Valley,A.P.J Abdul Kalam,M,single,DPS,MIT
100641,English,en_US,General Physician,32,MS Dhoni,Mitacs Globalink,Vidyamandir Classes,F,single,DPS,MIT
100642,English,en_US,Business Man,24,Silicon Valley,J.K Rowling,A.P.J Abdul Kalam,M,Married,Oxford School,Delhi technological University
100643,English,cs_CZ,Business Man,27,Vidyamandir Classes,Disha Patani,MS Dhoni,F,single,Indraprastha School,MIT
100644,English,de_DE,Civil Engineer,26,Disha Patani,Terrible Tiny Tales,A.P.J Abdul Kalam,M,single,Indraprastha School,MIT
100645,German,ca_ES,Computer Engineer,25,Narendra Modi,Shopmania,Disha Patani,F,single,Mount Carmel,Amity
100646,Hindi,en_US,General Physician,25,J.K Rowling,Shopmania,Silicon Valley,M,single,Mount Carmel,MIT
100647,English,es_LA,Neurologist,26,Mitacs Globalink,J.K Rowling,Shopmania,M,Married,Indraprastha School,Maharaja Surajmal
100648,Spanish,da_DK,Civil Engineer,38,MS Dhoni,J.K Rowling,Disha Patani,M,single,Oxford School,Amity
100649,English,de_DE,Mechanical Engineer,20,MS Dhoni,Vidyamandir Classes,Shopmania,F,Married,Indraprastha School,Maharaja Surajmal
100650,English,cy_GB,Computer Engineer,22,Terrible Tiny Tales,Narendra Modi,MS Dhoni,F,single,Oxford School,Maharaja Surajmal
100651,Hindi,cx_PH,Business Man,34,J.K Rowling,MS Dhoni,Shopmania,M,single,Neo Convent,Delhi technological University
100652,German,gn_PY,Business Man,32,Disha Patani,Mitacs Globalink,MS Dhoni,M,single,Oxford School,Delhi technological University
100653,German,ca_ES,Neurologist,24,Disha Patani,A.P.J Abdul Kalam,Mitacs Globalink,M,single,Indraprastha School,Amity
100654,Portugese,en_US,Teacher,40,Mitacs Globalink,Disha Patani,Vidyamandir Classes,M,Married,Mount Carmel,Maharaja Surajmal
100655,Chinese,eu_ES,Dentist,36,Narendra Modi,J.K Rowling,Shopmania,M,single,Mount Carmel,Delhi technological University
100656,German,cx_PH,Business Man,28,Vidyamandir Classes,A.P.J Abdul Kalam,Narendra Modi,F,single,Oxford School,MIT
100657,Portugese,cy_GB,General Physician,21,A.P.J Abdul Kalam,Silicon Valley,Narendra Modi,F,Married,Indraprastha School,Amity
100658,Hindi,cy_GB,General Physician,22,Mitacs Globalink,Shopmania,Disha Patani,F,single,Neo Convent,MIT
100659,German,eu_ES,Civil Engineer,26,A.P.J Abdul Kalam,Vidyamandir Classes,Shopmania,F,single,Neo Convent,Amity
100660,Spanish,eu_ES,Teacher,30,Mitacs Globalink,Terrible Tiny Tales,J.K Rowling,M,Married,Neo Convent,Delhi technological University
100661,Spanish,ca_ES,General Physician,28,J.K Rowling,A.P.J Abdul Kalam,MS Dhoni,M,Married,Oxford School,Amity
100662,English,cx_PH,Neurologist,28,Mitacs Globalink,Shopmania,Silicon Valley,M,single,DPS,CMU
100663,Spanish,en_UD,Mechanical Engineer,38,Silicon Valley,Narendra Modi,MS Dhoni,M,Married,Indraprastha School,CMU
100664,German,en_US,Computer Engineer,40,MS Dhoni,Narendra Modi,Mitacs Globalink,F,single,Neo Convent,Maharaja Surajmal
100665,Hindi,es_LA,Teacher,31,A.P.J Abdul Kalam,Terrible Tiny Tales,Narendra Modi,M,single,Oxford School,Maharaja Surajmal
100666,Spanish,da_DK,Dentist,39,MS Dhoni,A.P.J Abdul Kalam,Mitacs Globalink,F,Married,DPS,Delhi technological University
100667,German,ca_ES,Computer Engineer,20,Terrible Tiny Tales,Disha Patani,Shopmania,F,single,Indraprastha School,Delhi technological University
100668,Portugese,es_ES,Teacher,22,A.P.J Abdul Kalam,Mitacs Globalink,Narendra Modi,F,Married,DPS,CMU
100669,Portugese,en_US,Computer Engineer,21,Silicon Valley,Narendra Modi,Terrible Tiny Tales,F,Married,DPS,Maharaja Surajmal
100670,Hindi,eu_ES,General Physician,23,Disha Patani,A.P.J Abdul Kalam,Terrible Tiny Tales,F,single,Mount Carmel,MIT
100671,German,ca_ES,Neurologist,31,MS Dhoni,Mitacs Globalink,Narendra Modi,F,Married,Neo Convent,MIT
100672,Portugese,cs_CZ,Teacher,24,Terrible Tiny Tales,MS Dhoni,Shopmania,M,Married,Mount Carmel,Amity
100673,Hindi,en_US,Civil Engineer,25,Mitacs Globalink,Narendra Modi,Vidyamandir Classes,M,single,Mount Carmel,Maharaja Surajmal
100674,Hindi,es_LA,Computer Engineer,28,MS Dhoni,Disha Patani,A.P.J Abdul Kalam,F,single,Indraprastha School,MIT
100675,Portugese,ca_ES,Teacher,36,J.K Rowling,Narendra Modi,A.P.J Abdul Kalam,F,Married,Indraprastha School,Maharaja Surajmal
100676,German,ca_ES,Teacher,32,Shopmania,J.K Rowling,Terrible Tiny Tales,F,single,Indraprastha School,Amity
100677,Spanish,es_ES,Teacher,36,Shopmania,A.P.J Abdul Kalam,J.K Rowling,M,single,Indraprastha School,CMU
100678,Hindi,ca_ES,Civil Engineer,21,Vidyamandir Classes,A.P.J Abdul Kalam,Mitacs Globalink,M,single,Oxford School,CMU
100679,German,cx_PH,Civil Engineer,38,J.K Rowling,MS Dhoni,Terrible Tiny Tales,M,single,Neo Convent,MIT
100680,English,cx_PH,Business Man,22,MS Dhoni,A.P.J Abdul Kalam,Terrible Tiny Tales,F,Married,Mount Carmel,Amity
100681,Hindi,es_LA,Computer Engineer,23,Terrible Tiny Tales,Mitacs Globalink,Narendra Modi,M,single,Indraprastha School,CMU
100682,German,es_ES,Dentist,21,Terrible Tiny Tales,A.P.J Abdul Kalam,Shopmania,F,Married,Indraprastha School,Delhi technological University
100683,Hindi,en_UD,Computer Engineer,20,Terrible Tiny Tales,Mitacs Globalink,Disha Patani,M,Married,Oxford School,CMU
100684,Spanish,en_UD,Computer Engineer,26,Terrible Tiny Tales,Vidyamandir Classes,Narendra Modi,F,single,DPS,MIT
100685,Chinese,da_DK,Teacher,31,Mitacs Globalink,Disha Patani,Terrible Tiny Tales,F,single,Oxford School,CMU
100686,Spanish,cy_GB,Business Man,30,Mitacs Globalink,Shopmania,Silicon Valley,F,Married,Oxford School,Amity
100687,German,es_LA,Neurologist,31,Shopmania,Silicon Valley,A.P.J Abdul Kalam,F,single,Neo Convent,MIT
100688,German,cx_PH,Neurologist,40,Vidyamandir Classes,Narendra Modi,MS Dhoni,F,single,Oxford School,CMU
100689,Chinese,cs_CZ,General Physician,29,Disha Patani,Narendra Modi,Vidyamandir Classes,F,single,Mount Carmel,Maharaja Surajmal
100690,Portugese,es_ES,Business Man,37,MS Dhoni,J.K Rowling,Shopmania,M,single,Mount Carmel,Delhi technological University
100691,Portugese,es_LA,General Physician,40,Shopmania,Vidyamandir Classes,Silicon Valley,F,Married,Oxford School,Amity
100692,Chinese,en_US,Business Man,25,J.K Rowling,Vidyamandir Classes,Narendra Modi,F,single,Indraprastha School,MIT
100693,English,cy_GB,Teacher,27,A.P.J Abdul Kalam,Disha Patani,Narendra Modi,M,Married,Indraprastha School,Amity
100694,Chinese,cs_CZ,Mechanical Engineer,22,Shopmania,A.P.J Abdul Kalam,Vidyamandir Classes,F,Married,Mount Carmel,Amity
100695,Chinese,cy_GB,Dentist,29,Narendra Modi,A.P.J Abdul Kalam,MS Dhoni,F,Married,Oxford School,CMU
100696,Portugese,es_ES,Neurologist,37,Vidyamandir Classes,Disha Patani,Shopmania,M,Married,Neo Convent,MIT
100697,Chinese,es_ES,Mechanical Engineer,37,Narendra Modi,Vidyamandir Classes,Shopmania,F,Married,Neo Convent,MIT
100698,German,es_LA,Civil Engineer,30,Mitacs Globalink,Narendra Modi,J.K Rowling,F,Married,DPS,CMU
100699,German,en_US,Neurologist,35,Disha Patani,Mitacs Globalink,Silicon Valley,M,single,DPS,MIT
100700,Portugese,cy_GB,Teacher,33,MS Dhoni,Narendra Modi,J.K Rowling,F,Married,Neo Convent,CMU
100701,German,de_DE,Dentist,26,J.K Rowling,A.P.J Abdul Kalam,Disha Patani,M,single,Neo Convent,Maharaja Surajmal
100702,Spanish,cy_GB,General Physician,35,Silicon Valley,Shopmania,A.P.J Abdul Kalam,M,Married,Neo Convent,CMU
100703,Chinese,da_DK,Teacher,35,Narendra Modi,Disha Patani,Silicon Valley,F,Married,Indraprastha School,CMU
100704,Spanish,cy_GB,Teacher,32,MS Dhoni,Narendra Modi,Terrible Tiny Tales,M,single,DPS,MIT
100705,English,ca_ES,Teacher,24,Mitacs Globalink,Narendra Modi,Terrible Tiny Tales,F,Married,DPS,Delhi technological University
100706,English,cx_PH,Teacher,36,Vidyamandir Classes,Terrible Tiny Tales,Shopmania,M,Married,Mount Carmel,Amity
100707,Spanish,cs_CZ,Dentist,25,MS Dhoni,Mitacs Globalink,Terrible Tiny Tales,M,Married,Mount Carmel,Delhi technological University
100708,Hindi,eu_ES,Teacher,35,Shopmania,Silicon Valley,A.P.J Abdul Kalam,F,Married,Mount Carmel,Amity
100709,Spanish,en_UD,Mechanical Engineer,37,Terrible Tiny Tales,Vidyamandir Classes,Narendra Modi,M,Married,Oxford School,Maharaja Surajmal
100710,German,es_ES,Neurologist,23,J.K Rowling,MS Dhoni,Narendra Modi,M,single,DPS,Maharaja Surajmal
100711,Portugese,de_DE,Business Man,28,Narendra Modi,J.K Rowling,A.P.J Abdul Kalam,M,single,Neo Convent,CMU
100712,English,cs_CZ,Mechanical Engineer,25,J.K Rowling,Vidyamandir Classes,Mitacs Globalink,F,single,Neo Convent,Maharaja Surajmal
100713,Spanish,cx_PH,Dentist,33,Vidyamandir Classes,Shopmania,Silicon Valley,F,single,Oxford School,Delhi technological University
100714,Portugese,de_DE,Teacher,24,Silicon Valley,Shopmania,Terrible Tiny Tales,F,single,Mount Carmel,Maharaja Surajmal
100715,Hindi,cs_CZ,Computer Engineer,28,Narendra Modi,Silicon Valley,MS Dhoni,M,Married,Mount Carmel,Delhi technological University
100716,Hindi,en_US,Dentist,31,Mitacs Globalink,Terrible Tiny Tales,J.K Rowling,M,Married,Neo Convent,Delhi technological University
100717,German,cx_PH,Computer Engineer,29,MS Dhoni,Mitacs Globalink,A.P.J Abdul Kalam,F,Married,Indraprastha School,MIT
100718,German,da_DK,Mechanical Engineer,34,A.P.J Abdul Kalam,Mitacs Globalink,Silicon Valley,M,single,DPS,Maharaja Surajmal
100719,Hindi,en_UD,Computer Engineer,21,J.K Rowling,Disha Patani,Terrible Tiny Tales,M,Married,Mount Carmel,CMU
100720,Portugese,cy_GB,Civil Engineer,34,Mitacs Globalink,Shopmania,Disha Patani,F,Married,DPS,Amity
100721,German,cy_GB,Business Man,39,Silicon Valley,Mitacs Globalink,Terrible Tiny Tales,F,single,Mount Carmel,Delhi technological University
100722,English,de_DE,Teacher,27,Terrible Tiny Tales,Narendra Modi,A.P.J Abdul Kalam,M,single,Mount Carmel,Delhi technological University
100723,Portugese,cx_PH,Neurologist,29,Vidyamandir Classes,Mitacs Globalink,A.P.J Abdul Kalam,M,single,DPS,Maharaja Surajmal
100724,Spanish,en_US,Business Man,40,Terrible Tiny Tales,Disha Patani,Vidyamandir Classes,M,Married,Oxford School,CMU
100725,English,gn_PY,Mechanical Engineer,32,MS Dhoni,Shopmania,Silicon Valley,M,Married,Neo Convent,Maharaja Surajmal
100726,Hindi,da_DK,Business Man,36,J.K Rowling,Silicon Valley,Disha Patani,M,Married,Oxford School,CMU
100727,Spanish,en_US,Computer Engineer,34,Terrible Tiny Tales,Vidyamandir Classes,Narendra Modi,F,Married,Neo Convent,CMU
100728,Chinese,en_US,Mechanical Engineer,37,MS Dhoni,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,Neo Convent,MIT
100729,Portugese,cy_GB,Mechanical Engineer,39,MS Dhoni,Mitacs Globalink,J.K Rowling,F,Married,DPS,Maharaja Surajmal
100730,Chinese,es_ES,Computer Engineer,34,Shopmania,Narendra Modi,A.P.J Abdul Kalam,F,single,Oxford School,Amity
100731,Hindi,cs_CZ,General Physician,25,Mitacs Globalink,Disha Patani,Silicon Valley,M,Married,Mount Carmel,Amity
100732,German,ca_ES,Business Man,33,Silicon Valley,A.P.J Abdul Kalam,Disha Patani,F,single,Neo Convent,CMU
100733,English,eu_ES,Neurologist,37,Shopmania,Mitacs Globalink,Silicon Valley,F,single,Neo Convent,CMU
100734,German,en_US,Neurologist,32,Shopmania,A.P.J Abdul Kalam,Mitacs Globalink,M,single,Mount Carmel,MIT
100735,German,es_ES,Dentist,31,Mitacs Globalink,MS Dhoni,Disha Patani,M,Married,Oxford School,Amity
100736,Portugese,es_ES,Mechanical Engineer,30,J.K Rowling,Shopmania,A.P.J Abdul Kalam,M,single,Indraprastha School,CMU
100737,Chinese,de_DE,Dentist,34,Mitacs Globalink,Disha Patani,Narendra Modi,M,single,Neo Convent,Maharaja Surajmal
100738,Hindi,ca_ES,Neurologist,32,Terrible Tiny Tales,Shopmania,Vidyamandir Classes,M,Married,Indraprastha School,CMU
100739,Chinese,eu_ES,General Physician,30,J.K Rowling,Terrible Tiny Tales,Narendra Modi,F,single,Mount Carmel,Delhi technological University
100740,Hindi,cx_PH,Mechanical Engineer,40,Shopmania,Terrible Tiny Tales,Vidyamandir Classes,M,single,Neo Convent,Delhi technological University
100741,Spanish,ca_ES,Computer Engineer,22,J.K Rowling,Shopmania,Disha Patani,F,single,Indraprastha School,MIT
100742,Spanish,en_UD,Computer Engineer,20,A.P.J Abdul Kalam,Shopmania,Terrible Tiny Tales,F,single,Mount Carmel,MIT
100743,Spanish,en_UD,Mechanical Engineer,40,J.K Rowling,Disha Patani,Narendra Modi,M,single,Neo Convent,Maharaja Surajmal
100744,English,cx_PH,Teacher,25,Terrible Tiny Tales,Silicon Valley,Mitacs Globalink,F,Married,Oxford School,CMU
100745,English,ca_ES,Business Man,32,Narendra Modi,A.P.J Abdul Kalam,Mitacs Globalink,M,single,Mount Carmel,CMU
100746,Spanish,ca_ES,Civil Engineer,29,Narendra Modi,Shopmania,MS Dhoni,F,Married,Mount Carmel,CMU
100747,Hindi,cy_GB,Computer Engineer,20,MS Dhoni,Shopmania,Mitacs Globalink,M,single,Neo Convent,Delhi technological University
100748,English,ca_ES,Dentist,34,Shopmania,J.K Rowling,Mitacs Globalink,M,single,Neo Convent,MIT
100749,German,cy_GB,General Physician,35,J.K Rowling,Shopmania,MS Dhoni,M,Married,Mount Carmel,Delhi technological University
100750,Hindi,es_LA,Dentist,32,Shopmania,Vidyamandir Classes,Disha Patani,M,Married,DPS,Amity
100751,Spanish,de_DE,General Physician,25,J.K Rowling,Disha Patani,MS Dhoni,F,single,Oxford School,Maharaja Surajmal
100752,English,es_ES,Neurologist,28,A.P.J Abdul Kalam,Silicon Valley,Mitacs Globalink,F,single,Indraprastha School,Amity
100753,Chinese,cs_CZ,Teacher,24,Narendra Modi,Terrible Tiny Tales,Silicon Valley,F,single,Neo Convent,MIT
100754,Portugese,cs_CZ,Teacher,34,A.P.J Abdul Kalam,Mitacs Globalink,Disha Patani,M,Married,Indraprastha School,Maharaja Surajmal
100755,English,cy_GB,Computer Engineer,24,MS Dhoni,Disha Patani,J.K Rowling,F,Married,Neo Convent,Delhi technological University
100756,Hindi,en_US,Civil Engineer,37,Shopmania,Mitacs Globalink,Disha Patani,F,Married,Neo Convent,Amity
100757,Chinese,en_UD,Civil Engineer,24,Disha Patani,J.K Rowling,Silicon Valley,F,Married,DPS,Maharaja Surajmal
100758,Hindi,cs_CZ,Civil Engineer,23,Vidyamandir Classes,MS Dhoni,A.P.J Abdul Kalam,F,Married,DPS,Delhi technological University
100759,Chinese,es_ES,Civil Engineer,32,J.K Rowling,A.P.J Abdul Kalam,MS Dhoni,F,single,Mount Carmel,Maharaja Surajmal
100760,Portugese,de_DE,Civil Engineer,38,A.P.J Abdul Kalam,Shopmania,Vidyamandir Classes,F,single,Neo Convent,Amity
100761,Spanish,es_ES,Teacher,28,MS Dhoni,Terrible Tiny Tales,Shopmania,F,Married,Oxford School,Amity
100762,English,cs_CZ,Mechanical Engineer,22,J.K Rowling,Shopmania,MS Dhoni,M,single,Neo Convent,Amity
100763,English,da_DK,Computer Engineer,38,MS Dhoni,Terrible Tiny Tales,J.K Rowling,F,single,Mount Carmel,Amity
100764,Chinese,de_DE,Dentist,40,MS Dhoni,Narendra Modi,J.K Rowling,F,Married,Mount Carmel,CMU
100765,Spanish,es_ES,Business Man,21,Narendra Modi,Vidyamandir Classes,Terrible Tiny Tales,M,single,Indraprastha School,Maharaja Surajmal
100766,English,cy_GB,General Physician,35,Mitacs Globalink,Shopmania,J.K Rowling,F,Married,DPS,CMU
100767,Spanish,de_DE,Neurologist,33,A.P.J Abdul Kalam,Silicon Valley,Terrible Tiny Tales,F,Married,Neo Convent,Maharaja Surajmal
100768,German,cs_CZ,Computer Engineer,20,J.K Rowling,Narendra Modi,Disha Patani,M,single,Indraprastha School,Delhi technological University
100769,Spanish,en_US,General Physician,33,A.P.J Abdul Kalam,Shopmania,Narendra Modi,M,Married,Indraprastha School,MIT
100770,Chinese,cx_PH,Neurologist,32,Terrible Tiny Tales,Mitacs Globalink,Narendra Modi,F,Married,Oxford School,Delhi technological University
100771,Chinese,cs_CZ,Teacher,26,Disha Patani,Terrible Tiny Tales,MS Dhoni,M,Married,DPS,CMU
100772,German,eu_ES,Teacher,30,Disha Patani,J.K Rowling,Mitacs Globalink,M,single,Mount Carmel,Amity
100773,Chinese,cy_GB,General Physician,36,A.P.J Abdul Kalam,J.K Rowling,Terrible Tiny Tales,F,Married,Oxford School,Delhi technological University
100774,Portugese,es_LA,Dentist,21,Narendra Modi,A.P.J Abdul Kalam,Silicon Valley,F,Married,Mount Carmel,MIT
100775,Hindi,gn_PY,Teacher,31,Shopmania,MS Dhoni,Silicon Valley,M,Married,Oxford School,Delhi technological University
100776,Spanish,cs_CZ,Computer Engineer,25,MS Dhoni,Narendra Modi,J.K Rowling,F,Married,Mount Carmel,MIT
100777,Chinese,en_US,Computer Engineer,39,Vidyamandir Classes,Disha Patani,Silicon Valley,M,single,Indraprastha School,Delhi technological University
100778,Spanish,de_DE,Computer Engineer,33,Narendra Modi,Vidyamandir Classes,Shopmania,M,single,Mount Carmel,Amity
100779,Portugese,es_LA,General Physician,33,Mitacs Globalink,Vidyamandir Classes,Terrible Tiny Tales,M,single,Indraprastha School,Delhi technological University
100780,Portugese,en_UD,General Physician,32,Mitacs Globalink,Shopmania,Narendra Modi,F,single,Indraprastha School,Maharaja Surajmal
100781,Spanish,cx_PH,Neurologist,37,Disha Patani,J.K Rowling,A.P.J Abdul Kalam,M,Married,Mount Carmel,CMU
100782,Chinese,de_DE,Mechanical Engineer,38,MS Dhoni,Terrible Tiny Tales,Disha Patani,F,Married,Oxford School,CMU
100783,Portugese,gn_PY,Mechanical Engineer,33,A.P.J Abdul Kalam,J.K Rowling,Mitacs Globalink,F,Married,Oxford School,MIT
100784,Hindi,en_UD,Dentist,35,Shopmania,Terrible Tiny Tales,Silicon Valley,M,Married,DPS,MIT
100785,German,ca_ES,Teacher,20,Disha Patani,Shopmania,Silicon Valley,F,single,Oxford School,Delhi technological University
100786,Portugese,en_UD,Civil Engineer,21,J.K Rowling,Narendra Modi,Disha Patani,M,single,Oxford School,Maharaja Surajmal
100787,Portugese,en_US,Computer Engineer,39,J.K Rowling,A.P.J Abdul Kalam,Silicon Valley,M,Married,DPS,CMU
100788,German,cx_PH,Computer Engineer,30,Disha Patani,Shopmania,Mitacs Globalink,M,Married,DPS,CMU
100789,Spanish,cs_CZ,General Physician,40,J.K Rowling,Disha Patani,A.P.J Abdul Kalam,F,single,Mount Carmel,MIT
100790,English,en_UD,Neurologist,29,MS Dhoni,J.K Rowling,Silicon Valley,M,Married,Oxford School,Amity
100791,Spanish,eu_ES,Dentist,26,MS Dhoni,Silicon Valley,Mitacs Globalink,F,single,Mount Carmel,MIT
100792,German,eu_ES,Mechanical Engineer,24,Terrible Tiny Tales,Disha Patani,Mitacs Globalink,M,Married,Neo Convent,Delhi technological University
100793,Spanish,cs_CZ,Dentist,23,A.P.J Abdul Kalam,Vidyamandir Classes,Terrible Tiny Tales,M,Married,Mount Carmel,MIT
100794,English,en_UD,Business Man,31,J.K Rowling,Silicon Valley,MS Dhoni,F,Married,Mount Carmel,CMU
100795,Hindi,cx_PH,General Physician,40,Narendra Modi,Vidyamandir Classes,J.K Rowling,M,Married,Mount Carmel,Delhi technological University
100796,Spanish,cy_GB,Neurologist,39,Disha Patani,Silicon Valley,A.P.J Abdul Kalam,M,single,DPS,Maharaja Surajmal
100797,German,gn_PY,General Physician,20,Silicon Valley,Mitacs Globalink,A.P.J Abdul Kalam,F,single,Mount Carmel,Amity
100798,Spanish,en_US,General Physician,31,MS Dhoni,Shopmania,Mitacs Globalink,F,Married,Neo Convent,MIT
100799,Spanish,de_DE,Civil Engineer,28,A.P.J Abdul Kalam,MS Dhoni,Shopmania,F,Married,DPS,MIT
100800,Hindi,ca_ES,General Physician,20,Shopmania,MS Dhoni,A.P.J Abdul Kalam,M,Married,DPS,CMU
100801,Chinese,es_LA,Civil Engineer,36,Terrible Tiny Tales,MS Dhoni,Mitacs Globalink,F,single,Indraprastha School,MIT
100802,Hindi,es_ES,Computer Engineer,40,A.P.J Abdul Kalam,Mitacs Globalink,Disha Patani,F,Married,Indraprastha School,MIT
100803,Chinese,da_DK,Computer Engineer,27,J.K Rowling,Vidyamandir Classes,Disha Patani,M,single,Indraprastha School,CMU
100804,Hindi,en_US,General Physician,34,A.P.J Abdul Kalam,Silicon Valley,Narendra Modi,F,single,Neo Convent,Amity
100805,Chinese,da_DK,Business Man,20,Mitacs Globalink,Silicon Valley,Disha Patani,F,Married,Oxford School,MIT
100806,Chinese,cx_PH,Neurologist,38,Silicon Valley,MS Dhoni,A.P.J Abdul Kalam,F,single,Indraprastha School,Amity
100807,Spanish,cs_CZ,Mechanical Engineer,36,A.P.J Abdul Kalam,Terrible Tiny Tales,Narendra Modi,F,Married,Neo Convent,CMU
100808,German,es_ES,Dentist,30,Narendra Modi,Shopmania,MS Dhoni,M,Married,DPS,MIT
100809,Portugese,es_LA,Civil Engineer,40,MS Dhoni,Silicon Valley,Shopmania,F,Married,Oxford School,CMU
100810,Hindi,ca_ES,Computer Engineer,22,Disha Patani,Silicon Valley,Mitacs Globalink,F,single,Mount Carmel,Maharaja Surajmal
100811,Chinese,en_US,Business Man,20,Narendra Modi,Silicon Valley,Mitacs Globalink,F,Married,DPS,MIT
100812,Portugese,cx_PH,Teacher,27,Mitacs Globalink,Disha Patani,Narendra Modi,M,single,Oxford School,MIT
100813,Spanish,ca_ES,Mechanical Engineer,30,Mitacs Globalink,Silicon Valley,Vidyamandir Classes,F,single,DPS,CMU
100814,Chinese,en_UD,General Physician,40,J.K Rowling,Shopmania,Silicon Valley,F,Married,Mount Carmel,Delhi technological University
100815,German,en_UD,Teacher,39,Narendra Modi,Shopmania,Mitacs Globalink,M,single,Neo Convent,CMU
100816,English,en_UD,General Physician,29,J.K Rowling,Vidyamandir Classes,Narendra Modi,M,single,Oxford School,CMU
100817,German,gn_PY,Computer Engineer,40,Terrible Tiny Tales,A.P.J Abdul Kalam,Mitacs Globalink,M,Married,DPS,Amity
100818,English,da_DK,Mechanical Engineer,38,J.K Rowling,Terrible Tiny Tales,MS Dhoni,F,single,Oxford School,Maharaja Surajmal
100819,German,es_LA,Civil Engineer,24,J.K Rowling,Disha Patani,Mitacs Globalink,M,Married,Mount Carmel,Maharaja Surajmal
100820,German,gn_PY,Civil Engineer,37,Terrible Tiny Tales,A.P.J Abdul Kalam,MS Dhoni,F,single,Indraprastha School,Amity
100821,Portugese,eu_ES,Computer Engineer,37,A.P.J Abdul Kalam,Silicon Valley,Vidyamandir Classes,M,Married,Mount Carmel,Delhi technological University
100822,German,da_DK,Neurologist,24,Narendra Modi,Silicon Valley,Mitacs Globalink,F,single,Oxford School,Delhi technological University
100823,Portugese,da_DK,General Physician,23,Narendra Modi,Mitacs Globalink,A.P.J Abdul Kalam,M,single,Mount Carmel,Maharaja Surajmal
100824,English,es_LA,Mechanical Engineer,30,Vidyamandir Classes,A.P.J Abdul Kalam,J.K Rowling,M,Married,Mount Carmel,Delhi technological University
100825,Hindi,de_DE,Teacher,27,Vidyamandir Classes,J.K Rowling,MS Dhoni,F,Married,DPS,Delhi technological University
100826,Hindi,cx_PH,Civil Engineer,24,Narendra Modi,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,DPS,Delhi technological University
100827,Portugese,eu_ES,Computer Engineer,27,Shopmania,A.P.J Abdul Kalam,Vidyamandir Classes,F,single,Oxford School,CMU
100828,German,es_LA,Dentist,40,Mitacs Globalink,Shopmania,Terrible Tiny Tales,M,single,Mount Carmel,Delhi technological University
100829,Spanish,eu_ES,Computer Engineer,32,Vidyamandir Classes,Terrible Tiny Tales,Narendra Modi,F,Married,DPS,Maharaja Surajmal
100830,Spanish,cs_CZ,Teacher,21,Vidyamandir Classes,Disha Patani,J.K Rowling,F,Married,Indraprastha School,Maharaja Surajmal
100831,Chinese,gn_PY,Teacher,20,Disha Patani,Mitacs Globalink,MS Dhoni,M,single,DPS,CMU
100832,English,gn_PY,Neurologist,25,Silicon Valley,J.K Rowling,Narendra Modi,F,Married,Mount Carmel,Delhi technological University
100833,Spanish,es_LA,General Physician,21,Narendra Modi,Vidyamandir Classes,Terrible Tiny Tales,M,single,Mount Carmel,Delhi technological University
100834,Chinese,da_DK,Computer Engineer,21,Vidyamandir Classes,Silicon Valley,A.P.J Abdul Kalam,M,Married,Oxford School,MIT
100835,Spanish,en_UD,Dentist,20,A.P.J Abdul Kalam,Disha Patani,Narendra Modi,F,single,Oxford School,Maharaja Surajmal
100836,German,da_DK,General Physician,33,Terrible Tiny Tales,Mitacs Globalink,Narendra Modi,M,single,Neo Convent,Amity
100837,Portugese,es_ES,Teacher,28,Mitacs Globalink,Shopmania,Disha Patani,M,single,DPS,Maharaja Surajmal
100838,English,eu_ES,Teacher,30,Vidyamandir Classes,Terrible Tiny Tales,Mitacs Globalink,F,Married,Neo Convent,Amity
100839,Spanish,cy_GB,Civil Engineer,32,Silicon Valley,Vidyamandir Classes,Narendra Modi,F,Married,Oxford School,MIT
100840,Hindi,cx_PH,Civil Engineer,26,J.K Rowling,Narendra Modi,Mitacs Globalink,M,single,Mount Carmel,Maharaja Surajmal
100841,German,en_US,Teacher,37,MS Dhoni,Narendra Modi,Silicon Valley,F,Married,DPS,Delhi technological University
100842,German,es_LA,Dentist,25,Vidyamandir Classes,Mitacs Globalink,Terrible Tiny Tales,F,single,Indraprastha School,Amity
100843,Chinese,es_LA,Teacher,24,MS Dhoni,Terrible Tiny Tales,A.P.J Abdul Kalam,F,Married,Mount Carmel,Amity
